X,Y,id,name
23.7031534,37.9108081,4380643,
23.7018337,37.9105287,4380643,
23.7009056,37.9110663,4380643,
23.7009379,37.9111086,4380643,
23.700734,37.9112398,4380643,
23.7006722,37.9112349,4380643,
23.7006225,37.9112152,4380643,
23.7005905,37.9111648,4380643,
23.7006097,37.9111184,4380643,
23.7018019,37.9104176,4380643,
23.7020079,37.9104176,4380643,
23.7032439,37.9106953,4380643,
23.7083033,37.9105829,4380643,
23.7083839,37.9105898,4380643,
23.7084213,37.9106133,4380643,
23.7084597,37.9106342,4380643,
23.708837,37.9104096,4380643,
23.70907,37.910282,4380643,
23.7090855,37.9102501,4380643,
23.7091128,37.9102361,4380643,
23.7091323,37.910219,4380643,
23.7091586,37.9102112,4380643,
23.7091842,37.910214,4380643,
23.7091955,37.9102192,4380643,
23.7096406,37.9099792,4380643,
23.7097394,37.9099187,4380643,
23.7098179,37.9098675,4380643,
23.7098763,37.9098454,4380643,
23.7099331,37.9097921,4380643,
23.709977,37.9097434,4380643,
23.7100148,37.9097105,4380643,
23.7100804,37.9096668,4380643,
23.7103053,37.9095038,4380643,
23.710473,37.9093771,4380643,
23.7105194,37.9093255,4380643,
23.7105527,37.909281,4380643,
23.7105909,37.9092435,4380643,
23.7106416,37.9092142,4380643,
23.7107144,37.9091896,4380643,
23.7107756,37.9091714,4380643,
23.7108139,37.9091546,4380643,
23.7108481,37.9091307,4380643,
23.7108766,37.9091119,4380643,
23.7108921,37.9090951,4380643,
23.7109087,37.909066,4380643,
23.7109813,37.9090209,4380643,
23.7110526,37.9089787,4380643,
23.7111204,37.9089412,4380643,
23.7111798,37.9088968,4380643,
23.7112519,37.9088262,4380643,
23.71134,37.9087296,4380643,
23.7114156,37.9086335,4380643,
23.7114301,37.9086208,4380643,
23.7114545,37.9086168,4380643,
23.7114681,37.9086231,4380643,
23.7114717,37.908634,4380643,
23.7114788,37.9086559,4380643,
23.7114796,37.9087116,4380643,
23.7114756,37.9087233,4380643,
23.7114635,37.9087275,4380643,
23.7114493,37.908731,4380643,
23.711434,37.9087481,4380643,
23.7114205,37.9087691,4380643,
23.7113894,37.9088214,4380643,
23.7113573,37.9088537,4380643,
23.7113537,37.9088664,4380643,
23.7113668,37.9088725,4380643,
23.7113965,37.9088613,4380643,
23.7114239,37.9088434,4380643,
23.71144,37.9088336,4380643,
23.7114643,37.908812,4380643,
23.7114827,37.9088011,4380643,
23.7114946,37.908805,4380643,
23.7114977,37.9088149,4380643,
23.7114902,37.9088258,4380643,
23.7114809,37.9088308,4380643,
23.7114795,37.9088484,4380643,
23.7114708,37.908864,4380643,
23.7114528,37.9088729,4380643,
23.7114402,37.9088861,4380643,
23.7114402,37.9088974,4380643,
23.7114746,37.908914,4380643,
23.7114805,37.9089332,4380643,
23.7114599,37.9089474,4380643,
23.7114332,37.9089474,4380643,
23.7114148,37.9089584,4380643,
23.7114174,37.9090041,4380643,
23.711428,37.9090786,4380643,
23.7114385,37.9091146,4380643,
23.711458,37.9091474,4380643,
23.711485,37.9091725,4380643,
23.7115723,37.9092163,4380643,
23.7116853,37.9092432,4380643,
23.7117745,37.9092561,4380643,
23.7118606,37.9092638,4380643,
23.7119293,37.9092656,4380643,
23.7120566,37.9092577,4380643,
23.7121446,37.9092472,4380643,
23.7122091,37.9092361,4380643,
23.7123246,37.9092087,4380643,
23.7124268,37.9091797,4380643,
23.712598,37.909122,4380643,
23.7127293,37.9090709,4380643,
23.7128712,37.9090043,4380643,
23.7129791,37.9089468,4380643,
23.7130764,37.9088906,4380643,
23.7131487,37.9088398,4380643,
23.7132058,37.9087959,4380643,
23.7132599,37.9087476,4380643,
23.7132984,37.9087039,4380643,
23.7133304,37.9086559,4380643,
23.7133687,37.9085949,4380643,
23.7133573,37.90858,4380643,
23.7132456,37.908434,4380643,
23.713198,37.9083694,4380643,
23.7131822,37.908346,4380643,
23.713175,37.9083294,4380643,
23.7131718,37.9083132,4380643,
23.713178,37.9082991,4380643,
23.7131975,37.9082876,4380643,
23.713217,37.9082859,4380643,
23.7132355,37.9082957,4380643,
23.7132471,37.908307,4380643,
23.713262,37.9083237,4380643,
23.7132773,37.9083374,4380643,
23.7132922,37.9083515,4380643,
23.7133025,37.9083657,4380643,
23.713306,37.90838,4380643,
23.7133138,37.908393,4380643,
23.7133377,37.9084143,4380643,
23.713362,37.908428,4380643,
23.7133925,37.9084369,4380643,
23.7134281,37.90844,4380643,
23.7134565,37.9084384,4380643,
23.7134938,37.9084305,4380643,
23.7135246,37.9084199,4380643,
23.713579,37.9083939,4380643,
23.7136732,37.908341,4380643,
23.7139497,37.9081623,4380643,
23.7142172,37.9079766,4380643,
23.7144134,37.9078332,4380643,
23.714606,37.9076721,4380643,
23.7147345,37.9075518,4380643,
23.7148848,37.9074053,4380643,
23.7150276,37.9072544,4380643,
23.7151768,37.9070833,4380643,
23.7153836,37.9068325,4380643,
23.7156126,37.9065413,4380643,
23.715708,37.9064154,4380643,
23.7158036,37.9062794,4380643,
23.7158707,37.906167,4380643,
23.7159343,37.9060537,4380643,
23.7159847,37.9059481,4380643,
23.7160256,37.9058548,4380643,
23.7160856,37.9056951,4380643,
23.7161267,37.9055674,4380643,
23.7161598,37.9054574,4380643,
23.7161823,37.9053711,4380643,
23.7161674,37.9053588,4380643,
23.7161668,37.9053431,4380643,
23.7161708,37.9053292,4380643,
23.7161721,37.9053155,4380643,
23.7161654,37.9053007,4380643,
23.7161597,37.9052863,4380643,
23.7161427,37.9052722,4380643,
23.716123,37.9052636,4380643,
23.7160964,37.9052539,4380643,
23.716067,37.9052277,4380643,
23.7160339,37.9051971,4380643,
23.7160215,37.9051761,4380643,
23.7160007,37.9051582,4380643,
23.7159808,37.9051372,4380643,
23.7159685,37.9051126,4380643,
23.7159429,37.9050939,4380643,
23.7158729,37.905052,4380643,
23.7158163,37.9050294,4380643,
23.7158029,37.905021,4380643,
23.7157855,37.9050093,4380643,
23.715764,37.9050019,4380643,
23.7157251,37.9049892,4380643,
23.7157024,37.9049753,4380643,
23.7156642,37.9049438,4380643,
23.7156347,37.9049234,4380643,
23.7155695,37.9048835,4380643,
23.7154766,37.9048447,4380643,
23.7153932,37.9048237,4380643,
23.7153353,37.904802,4380643,
23.7152909,37.9047818,4380643,
23.7152576,37.9047549,4380643,
23.7152234,37.9047422,4380643,
23.7151953,37.90473,4380643,
23.7150483,37.9046398,4380643,
23.7149383,37.9045919,4380643,
23.7148872,37.9045665,4380643,
23.7148193,37.9045334,4380643,
23.7147886,37.9044902,4380643,
23.7147862,37.9044566,4380643,
23.7147827,37.9044313,4380643,
23.7147794,37.9044175,4380643,
23.7147813,37.9044044,4380643,
23.7147889,37.9043958,4380643,
23.7147995,37.904384,4380643,
23.7148097,37.9043659,4380643,
23.7148178,37.9043491,4380643,
23.7148265,37.9043369,4380643,
23.714841,37.9043289,4380643,
23.7148538,37.9043251,4380643,
23.7148564,37.9043171,4380643,
23.714851,37.904305,4380643,
23.71485,37.9042915,4380643,
23.7148592,37.9042812,4380643,
23.7148947,37.9042734,4380643,
23.714929,37.9042625,4380643,
23.7149573,37.9042434,4380643,
23.7149745,37.9042296,4380643,
23.7150065,37.9042195,4380643,
23.715074,37.9042274,4380643,
